Concentration,data_source,Lab Id,Sample Date,Ten Rollapply,Wwtp Name,Concentration,Lab Id,units
2.149195168e-05,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),7/6/2021,,Davis (Yolo),2.149195168e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
2.154387746e-05,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),10/18/2021,,San Francisco (Oceanside),2.154387746e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
2.158049490e-05,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),10/7/2021,,Palo Alto (Santa Clara),2.158049490e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
2.159012986e-05,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),10/23/2021,,Palo Alto (Santa Clara),2.159012986e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
2.159962375e-05,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),2/25/2022,,Davis (Yolo),2.159962375e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
2.160574695e-05,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),1/19/2022,,San Francisco (Oceanside),2.160574695e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
2.166949203e-05,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),3/18/2022,,San Jose (Santa Clara),2.166949203e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
2.168592967e-05,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),3/3/2022,,Davis (Yolo),2.168592967e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
2.171565951e-05,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),4/22/2021,,San Jose (Santa Clara),2.171565951e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
2.172182476e-05,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),3/29/2022,,Sacramento,2.172182476e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
2.174988652e-05,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),10/21/2021,,San Jose (Santa Clara),2.174988652e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
2.176840555e-05,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),8/15/2021,,Sunnyvale (Santa Clara),2.176840555e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
2.180990642e-05,Healthy Central Valley Together (HVCT),Sewage Corona Alert Network (SCAN),11/25/2021,,Merced,2.180990642e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2 / PMMoV
2.182503352e-05,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),6/27/2021,,Gilroy (Santa Clara),2.182503352e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
2.183252420e-05,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),3/23/2021,,San Jose (Santa Clara),2.183252420e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
2.183338869e-05,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),7/4/2021,,San Jose (Santa Clara),2.183338869e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
2.185254663e-05,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),7/8/2021,,Palo Alto (Santa Clara),2.185254663e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
2.186458886e-05,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),8/3/2021,,Sunnyvale (Santa Clara),2.186458886e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
2.187935059e-05,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),8/17/2021,,Silicon Valley ,2.187935059e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
2.190527368e-05,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),4/17/2021,,Sunnyvale (Santa Clara),2.190527368e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
2.190623642e-05,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),5/14/2021,,Sacramento,2.190623642e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
2.191535904e-05,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),3/12/2021,,Davis (Yolo),2.191535904e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
2.194069517e-05,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),2/24/2021,,Davis (Yolo),2.194069517e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
2.195364700e-05,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),3/12/2022,,Gilroy (Santa Clara),2.195364700e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
2.195649673e-05,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),10/30/2021,,San Francisco (Oceanside),2.195649673e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
2.198142756e-05,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),3/16/2022,,Davis (Yolo),2.198142756e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
2.201458946e-05,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),10/23/2021,,Sunnyvale (Santa Clara),2.201458946e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
2.204813881e-05,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),3/11/2022,,San Jose (Santa Clara),2.204813881e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
2.204906566e-05,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),3/31/2021,,San Jose (Santa Clara),2.204906566e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
2.205614875e-05,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),11/17/2021,,Palo Alto (Santa Clara),2.205614875e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
2.206966059e-05,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),9/3/2021,,Sunnyvale (Santa Clara),2.206966059e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
2.209537776e-05,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),4/13/2021,,Davis (Yolo),2.209537776e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
2.210094508e-05,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),2/6/2022,,Palo Alto (Santa Clara),2.210094508e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
2.212614302e-05,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),8/12/2021,,Palo Alto (Santa Clara),2.212614302e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
2.215584036e-05,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),2/21/2022,,Davis (Yolo),2.215584036e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
2.216594271e-05,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),3/18/2021,,Palo Alto (Santa Clara),2.216594271e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
2.217268486e-05,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),6/16/2021,,Sacramento,2.217268486e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
2.221814169e-05,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),11/10/2021,,Silicon Valley ,2.221814169e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
2.222182093e-05,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),3/11/2021,,Silicon Valley ,2.222182093e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
2.223849292e-05,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),6/15/2021,,Sacramento,2.223849292e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
2.225653459e-05,Healthy Central Valley Together (HVCT),Sewage Corona Alert Network (SCAN),1/26/2022,,Merced,2.225653459e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2 / PMMoV
2.227393066e-05,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),12/6/2021,,Palo Alto (Santa Clara),2.227393066e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
2.233922720e-05,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),10/15/2021,,Silicon Valley ,2.233922720e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
2.235991169e-05,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),7/2/2021,,San Francisco (Oceanside),2.235991169e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
2.236025340e-05,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),12/4/2021,,Sunnyvale (Santa Clara),2.236025340e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
2.243481189e-05,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),9/30/2021,,Davis (Yolo),2.243481189e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
2.244952321e-05,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),11/24/2021,,Palo Alto (Santa Clara),2.244952321e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
2.245233529e-05,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),5/22/2021,,Sacramento,2.245233529e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
2.245416308e-05,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),3/9/2022,,Gilroy (Santa Clara),2.245416308e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
2.248203639e-05,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),4/5/2022,,Davis (Yolo),2.248203639e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
2.261624340e-05,Healthy Central Valley Together (HVCT),Sewage Corona Alert Network (SCAN),10/27/2021,,Modesto (Stanislaus),2.261624340e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2 / PMMoV
2.262447511e-05,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),4/15/2021,,Davis (Yolo),2.262447511e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
2.267283229e-05,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),9/24/2021,,Davis (Yolo),2.267283229e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
2.275878830e-05,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),6/28/2021,,Sacramento,2.275878830e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
2.277293737e-05,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),4/7/2022,,Davis (Yolo),2.277293737e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
2.277567805e-05,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),4/26/2021,,Sacramento,2.277567805e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
2.278585361e-05,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),12/15/2021,,Palo Alto (Santa Clara),2.278585361e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
2.280282091e-05,Healthy Central Valley Together (HVCT),Sewage Corona Alert Network (SCAN),3/27/2022,,Modesto (Stanislaus),2.280282091e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2 / PMMoV
2.281990235e-05,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),2/23/2022,,Palo Alto (Santa Clara),2.281990235e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
2.282478738e-05,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),3/19/2022,,Palo Alto (Santa Clara),2.282478738e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
2.282602227e-05,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),3/23/2021,,Sunnyvale (Santa Clara),2.282602227e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
2.287741804e-05,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),9/25/2021,,Davis (Yolo),2.287741804e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
2.289572779e-05,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),4/18/2022,,Sunnyvale (Santa Clara),2.289572779e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
2.290720587e-05,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),4/25/2021,,Silicon Valley ,2.290720587e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
2.290779882e-05,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),7/16/2021,,Palo Alto (Santa Clara),2.290779882e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
2.292186639e-05,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),3/19/2021,,Davis (Yolo),2.292186639e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
2.295433232e-05,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),11/29/2021,,Palo Alto (Santa Clara),2.295433232e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
2.298289681e-05,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),5/2/2021,,Sacramento,2.298289681e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
2.305566636e-05,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),4/16/2021,,Palo Alto (Santa Clara),2.305566636e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
2.307707963e-05,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),3/31/2022,,San Jose (Santa Clara),2.307707963e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
2.307721490e-05,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),3/9/2021,,Sunnyvale (Santa Clara),2.307721490e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
2.313491441e-05,Healthy Central Valley Together (HVCT),Sewage Corona Alert Network (SCAN),3/5/2022,,Modesto (Stanislaus),2.313491441e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2 / PMMoV
2.316673387e-05,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),5/24/2021,,Sacramento,2.316673387e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
2.321517289e-05,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),3/3/2021,,San Jose (Santa Clara),2.321517289e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
2.327166355e-05,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),3/11/2022,,Gilroy (Santa Clara),2.327166355e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
2.330148427e-05,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),12/2/2021,,Palo Alto (Santa Clara),2.330148427e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
2.333363642e-05,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),3/3/2021,,Silicon Valley ,2.333363642e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
2.335807466e-05,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),3/3/2021,,Sunnyvale (Santa Clara),2.335807466e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
2.336356705e-05,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),3/24/2022,,Sunnyvale (Santa Clara),2.336356705e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
2.336662745e-05,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),3/10/2022,,San Jose (Santa Clara),2.336662745e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
2.341235826e-05,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),7/1/2021,,San Francisco (Oceanside),2.341235826e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
2.342909108e-05,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),8/5/2021,,Sunnyvale (Santa Clara),2.342909108e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
2.346515008e-05,Healthy Central Valley Together (HVCT),Sewage Corona Alert Network (SCAN),2/23/2022,,Modesto (Stanislaus),2.346515008e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2 / PMMoV
2.346699437e-05,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),4/4/2021,,Gilroy (Santa Clara),2.346699437e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
2.348349901e-05,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),3/19/2021,,San Francisco (Oceanside),2.348349901e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
2.348579677e-05,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),9/23/2021,,Palo Alto (Santa Clara),2.348579677e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
2.353795045e-05,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),3/14/2022,,Sacramento,2.353795045e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
2.354818338e-05,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),9/20/2021,,Silicon Valley ,2.354818338e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
2.355868478e-05,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),10/23/2021,,San Francisco (Oceanside),2.355868478e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
2.356557635e-05,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),5/28/2021,,Sacramento,2.356557635e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
2.358808912e-05,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),1/5/2021,,Sunnyvale (Santa Clara),2.358808912e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
2.363925504e-05,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),4/28/2021,,Sunnyvale (Santa Clara),2.363925504e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
2.364773148e-05,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),3/11/2021,,San Jose (Santa Clara),2.364773148e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
2.364980125e-05,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),7/23/2021,,Palo Alto (Santa Clara),2.364980125e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
2.364998577e-05,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),4/13/2022,,Sunnyvale (Santa Clara),2.364998577e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
2.367531411e-05,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),3/11/2021,,San Francisco (Oceanside),2.367531411e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
2.367618952e-05,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),4/6/2022,,Sunnyvale (Santa Clara),2.367618952e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
2.368352632e-05,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),3/30/2021,,Davis (Yolo),2.368352632e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
2.369308794e-05,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),5/10/2021,,Sacramento,2.369308794e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
2.372663970e-05,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),2/22/2022,,San Jose (Santa Clara),2.372663970e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
2.374406127e-05,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),3/28/2022,,San Jose (Santa Clara),2.374406127e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
2.376788659e-05,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),3/19/2022,,Sacramento,2.376788659e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
2.378940168e-05,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),7/22/2021,,Sunnyvale (Santa Clara),2.378940168e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
2.379460411e-05,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),10/24/2021,,Silicon Valley ,2.379460411e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
2.379638187e-05,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),4/18/2021,,Sunnyvale (Santa Clara),2.379638187e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
2.380694913e-05,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),4/5/2021,,San Jose (Santa Clara),2.380694913e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
2.381188306e-05,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),3/20/2022,,San Francisco (Oceanside),2.381188306e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
2.384584228e-05,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),7/28/2021,,Sunnyvale (Santa Clara),2.384584228e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
2.387364704e-05,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),9/24/2021,,Gilroy (Santa Clara),2.387364704e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
2.388824671e-05,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),12/2/2021,,Gilroy (Santa Clara),2.388824671e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
2.390029894e-05,Healthy Central Valley Together (HVCT),Sewage Corona Alert Network (SCAN),3/2/2022,,Modesto (Stanislaus),2.390029894e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2 / PMMoV
2.390297080e-05,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),2/9/2022,,Sunnyvale (Santa Clara),2.390297080e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
2.391865483e-05,Healthy Central Valley Together (HVCT),Sewage Corona Alert Network (SCAN),12/13/2021,,Merced,2.391865483e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2 / PMMoV
2.392500042e-05,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),12/2/2021,,Sunnyvale (Santa Clara),2.392500042e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
2.394666255e-05,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),10/21/2021,,Davis (Yolo),2.394666255e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
2.395060371e-05,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),10/20/2021,,Sacramento,2.395060371e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
2.395443497e-05,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),3/1/2021,,Sunnyvale (Santa Clara),2.395443497e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
2.396312817e-05,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),2/25/2022,,Gilroy (Santa Clara),2.396312817e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
2.401206995e-05,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),8/23/2021,,Sunnyvale (Santa Clara),2.401206995e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
2.402027921e-05,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),4/4/2022,,Silicon Valley ,2.402027921e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
2.402759078e-05,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),4/16/2022,,Gilroy (Santa Clara),2.402759078e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
2.402895406e-05,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),5/3/2021,,Sacramento,2.402895406e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
2.403223449e-05,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),7/20/2021,,Gilroy (Santa Clara),2.403223449e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
2.403700743e-05,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),2/1/2021,,Davis (Yolo),2.403700743e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
2.404502703e-05,Sewage Coronavirus Alert Network (SCAN),Sewage Corona Alert Network (SCAN),11/13/2021,,Gilroy (Santa Clara),2.404502703e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2/PMMoV
2.407115142e-05,Healthy Central Valley Together (HVCT),Sewage Corona Alert Network (SCAN),2/21/2022,,Merced,2.407115142e-05,Sewage Corona Alert Network (SCAN),SARS-CoV-2 / PMMoV
